transcript_id,contig,start,end,strand,gene_id,biotype,transcript_name,ncRNA_biotype,disease_variants_present,number_variants,blast_hit
ENST00000559008,15,80373413,80403575,-,ENSG00000259495,lncRNA,,lincRNA,False,0,Q6UX73
ENST00000424076,14,100826118,100847285,+,ENSG00000214548,lncRNA,MEG3-207,lincRNA,False,0,Q8GYU3
ENST00000381796,19,4679282,4685948,+,ENSG00000205790,lncRNA,DPP9-AS1-201,antisense_RNA,True,1,Q86TI2
ENST00000551631,15,24979557,25036490,+,ENSG00000224078,lncRNA,SNHG14-213,antisense_RNA,False,0,Q5XI96
ENST00000566170,6,13614111,13615155,-,ENSG00000261071,lncRNA,,antisense_RNA,False,0,P54756
ENST00000507108,4,157572490,157576154,+,ENSG00000234111,lncRNA,LINC02433-202,lincRNA,False,0,Q827Q8
ENST00000430192,2,8007771,8324630,-,ENSG00000236790,lncRNA,LINC00299-201,lincRNA,False,0,Q6ZSB3
ENST00000416046,5,113323028,113436341,+,ENSG00000232633,lncRNA,,antisense_RNA,True,3,Q3SZW1
ENST00000456099,22,37641832,37658377,-,ENSG00000233360,lncRNA,PDXP-DT-201,antisense_RNA,True,1,Q6ZT62
ENST00000612584,17,35985585,35990270,+,ENSG00000275431,lncRNA,,antisense_RNA,False,0,Q8N2A0
ENST00000504876,5,60488207,60526418,+,ENSG00000152931,lncRNA,PART1-201,lincRNA,False,0,Q8WTZ3
ENST00000520259,8,70471134,70485687,+,ENSG00000253967,lncRNA,,lincRNA,False,0,Q6UX73
ENST00000334165,21,32572239,32575881,-,ENSG00000242220,processed_transcript,TCP10L-202,3prime_overlapping_ncRNA,False,0,Q9NV44
ENST00000577066,17,81029130,81034573,-,ENSG00000226137,lncRNA,BAIAP2-DT-202,lincRNA,False,0,Q8N2A0
ENST00000507444,5,6310441,6337292,-,ENSG00000250490,lncRNA,LINC02145-202,lincRNA,False,0,Q8N2A0
ENST00000545177,6,2854658,2881286,-,ENSG00000230438,lncRNA,SERPINB9P1-202,lincRNA,False,0,O00370
ENST00000639998,7,12726152,13704540,+,ENSG00000229618,lncRNA,,lincRNA,False,0,Q8N7I0
ENST00000629295,3,87089280,87098702,+,ENSG00000281392,lncRNA,LINC00506-203,lincRNA,False,0,P11260
ENST00000441722,20,49278178,49289260,+,ENSG00000177410,lncRNA,ZFAS1-205,antisense_RNA,False,0,P34817
ENST00000609118,1,110963302,110964649,+,ENSG00000273010,lncRNA,,antisense_RNA,False,0,Q5T3J3
ENST00000412736,14,100826118,100861026,+,ENSG00000214548,lncRNA,MEG3-205,lincRNA,False,0,Q54HB2
ENST00000501371,12,2676001,2691118,-,ENSG00000246627,lncRNA,CACNA1C-AS1-201,antisense_RNA,True,490,Q13936
ENST00000426089,1,246789094,246792385,+,ENSG00000227953,retained_intron,LINC01341-203,retained_intron,False,0,B7ZC32
ENST00000601203,6,160003291,160007664,-,ENSG00000268257,lncRNA,AIRN-201,antisense_RNA,False,0,O00370
ENST00000440007,10,117484295,117542589,-,ENSG00000229847,lncRNA,EMX2OS-204,antisense_RNA,False,0,Q8N2A0
ENST00000551288,10,117484295,117545068,-,ENSG00000229847,lncRNA,EMX2OS-206,antisense_RNA,True,8,Q8N2A0
ENST00000570186,4,146052604,146056762,-,ENSG00000260303,lncRNA,,lincRNA,False,0,Q9ZRT1
ENST00000638437,X,73946555,74012945,-,ENSG00000230590,lncRNA,FTX-214,lincRNA,False,0,Q8N2A0
ENST00000449642,7,124929915,125145234,+,ENSG00000224897,lncRNA,POT1-AS1-206,antisense_RNA,False,0,B6HLP5
ENST00000557075,15,92567820,92571697,-,ENSG00000258647,lncRNA,LINC00930-202,lincRNA,False,0,P36300
ENST00000517909,8,64574311,64581888,-,ENSG00000254102,lncRNA,,antisense_RNA,True,1,Q8C6A8
ENST00000441379,21,44921051,44929678,+,ENSG00000227039,lncRNA,ITGB2-AS1-202,antisense_RNA,False,0,Q01285
ENST00000617436,9,89639814,89719759,+,ENSG00000237372,lncRNA,,lincRNA,False,0,Q6UXR6
ENST00000624936,17,88641,118578,-,ENSG00000280136,lncRNA,,lincRNA,False,0,P0CG42
ENST00000425110,2,240981515,240986072,-,ENSG00000223991,lncRNA,,antisense_RNA,False,0,H7BZ55
ENST00000418968,2,162159790,162173223,+,ENSG00000236841,lncRNA,,antisense_RNA,True,2,Q12884
ENST00000621462,22,24632954,24650012,+,ENSG00000215481,lncRNA,BCRP3-202,processed_transcript,False,0,B2RTY4
ENST00000458492,17,14210488,14217922,+,ENSG00000006695,processed_transcript,COX10-203,lincRNA,False,0,A0A096LPI5
ENST00000641360,X,74200229,74242148,-,ENSG00000230590,lncRNA,FTX-218,lincRNA,False,0,Q8N7I0
ENST00000561320,15,38139595,38226865,-,ENSG00000259380,lncRNA,LINC02895-202,lincRNA,False,0,Q5T7N2
ENST00000598917,1,160670778,160686692,+,ENSG00000228863,lncRNA,,antisense_RNA,True,3,P09326
ENST00000630242,14,105917979,105932642,+,ENSG00000226777,lncRNA,FAM30A-205,lincRNA,False,0,O74423
ENST00000425492,X,3817528,3843857,-,ENSG00000285756,lncRNA,,lincRNA,False,0,P51817
ENST00000626104,6,133884722,133892802,-,ENSG00000227954,lncRNA,TARID-208,antisense_RNA,True,5,Q96MD7
ENST00000442417,2,172480840,172556529,-,ENSG00000225205,lncRNA,,antisense_RNA,True,118,Q63065
ENST00000584675,17,28615684,28617372,+,ENSG00000227543,retained_intron,SPAG5-AS1-205,retained_intron,True,1,Q14667
ENST00000497452,3,159913400,160207092,-,ENSG00000244040,lncRNA,IL12A-AS1-203,antisense_RNA,True,5,Q05481
ENST00000521028,7,27201844,27207259,+,ENSG00000243766,lncRNA,HOTTIP-203,antisense_RNA,False,0,B9DI97
ENST00000568177,14,103525010,103529072,-,ENSG00000260285,lncRNA,,antisense_RNA,False,0,P61583
ENST00000499642,8,66419589,66428977,-,ENSG00000246145,lncRNA,RRS1-DT-201,lincRNA,False,0,Q8N2A0
ENST00000484285,9,38620734,38623284,+,ENSG00000204860,lncRNA,FAM201A-203,antisense_RNA,False,0,Q5SY85
ENST00000638785,7,99260570,99325586,-,ENSG00000284523,lncRNA,,antisense_RNA,False,0,F1PT61
ENST00000427076,7,43940895,44019149,-,ENSG00000214783,lncRNA,POLR2J4-202,processed_transcript,False,0,E5RIL1
ENST00000624072,22,38130216,38150612,+,ENSG00000279080,lncRNA,,antisense_RNA,True,170,O60733
ENST00000499624,15,50355467,50372202,+,ENSG00000244879,lncRNA,GABPB1-AS1-202,antisense_RNA,False,0,Q8N2A0
ENST00000492522,17,48683367,48706330,+,ENSG00000244649,lncRNA,LINC02086-202,lincRNA,False,0,Q2FNC9
ENST00000625256,4,1210120,1218591,+,ENSG00000280927,lncRNA,CTBP1-AS-201,antisense_RNA,True,44,Q9YHU0
ENST00000616177,20,21154023,21218265,-,ENSG00000232712,lncRNA,KIZ-AS1-203,antisense_RNA,True,153,Q6UX73
ENST00000625168,10,44997698,45000888,-,ENSG00000165511,lncRNA,ZNF22-AS1-201,antisense_RNA,False,0,Q5T742
ENST00000427394,6,146842566,147204540,-,ENSG00000233452,lncRNA,STXBP5-AS1-202,antisense_RNA,False,0,Q86UX2
ENST00000606573,8,7318540,7355339,-,ENSG00000215374,lncRNA,FAM66B-202,lincRNA,False,0,Q30KR1
ENST00000586923,19,55227219,55230279,-,ENSG00000276570,retained_intron,,retained_intron,False,0,Q8N661
ENST00000577614,18,14225224,14342505,+,ENSG00000283294,lncRNA,,processed_transcript,False,0,Q8NF67
ENST00000630119,6,133884722,133892802,-,ENSG00000227954,lncRNA,TARID-209,antisense_RNA,True,5,Q96MD7
ENST00000504409,12,92466451,92492091,+,ENSG00000205056,lncRNA,LINC02397-201,lincRNA,False,0,Q8WTZ3
ENST00000601192,19,4791745,4795555,-,ENSG00000269604,lncRNA,,antisense_RNA,False,0,Q7T3P8
ENST00000636153,1,200253419,200374143,-,ENSG00000203721,lncRNA,LINC00862-203,lincRNA,False,0,A6NCI5
ENST00000521267,3,9389360,9396605,-,ENSG00000206573,lncRNA,THUMPD3-AS1-214,antisense_RNA,False,0,Q96MW7
ENST00000505626,5,6582138,6589234,+,ENSG00000250056,lncRNA,LINC01018-201,lincRNA,False,0,Q96CB5
ENST00000640486,9,39816600,39874206,-,ENSG00000204837,processed_transcript,FGF7P3-203,processed_transcript,False,0,Q5RAY8
ENST00000507304,5,169013264,169024987,+,ENSG00000248222,lncRNA,SLIT3-AS1-203,antisense_RNA,False,0,Q28RK4
ENST00000429998,6,34279704,34286768,+,ENSG00000225339,retained_intron,,retained_intron,False,0,Q8N7I0
ENST00000622229,16,31056460,31062803,+,ENSG00000232748,lncRNA,,lincRNA,True,4,Q8K2R5
ENST00000470546,3,163177243,163303301,-,ENSG00000241369,lncRNA,LINC01192-202,lincRNA,False,0,O00370
ENST00000640362,1,87212705,87264741,+,ENSG00000284240,lncRNA,LINC02801-201,lincRNA,False,0,A8YUW0
ENST00000609436,10,63465229,63466563,+,ENSG00000272767,lncRNA,JMJD1C-AS1-201,antisense_RNA,True,37,Q15652
ENST00000640078,2,184593577,184599008,-,ENSG00000283839,lncRNA,,antisense_RNA,False,0,Q7Z570
ENST00000395731,7,155067067,155071557,-,ENSG00000220575,lncRNA,HTR5A-AS1-201,antisense_RNA,True,4,P47898
ENST00000510613,Y,18491740,18547698,+,ENSG00000251510,lncRNA,,lincRNA,False,0,Q96LI6
ENST00000445190,10,132520827,132522449,-,ENSG00000229081,lncRNA,LINC01165-201,antisense_RNA,False,0,Q967F4
ENST00000397750,7,116953899,116959817,+,ENSG00000214188,lncRNA,ST7-OT4-201,sense_intronic,False,0,Q085S1
ENST00000614441,11,102109827,102110457,-,ENSG00000277459,lncRNA,,lincRNA,False,0,A6H7I5
ENST00000583490,18,22166898,22168968,-,ENSG00000266010,lncRNA,GATA6-AS1-202,lincRNA,False,0,A7F7H0
ENST00000605386,12,89708959,89712590,+,ENSG00000271614,lncRNA,ATP2B1-AS1-201,lincRNA,False,0,Q86U02
ENST00000427111,12,9240003,9243052,+,ENSG00000237248,lncRNA,LINC00987-201,lincRNA,False,0,Q61838
ENST00000566225,18,10411608,10414515,-,ENSG00000260913,lncRNA,LINC01254-201,lincRNA,False,0,Q8N2A0
ENST00000626945,5,147559994,147662009,+,ENSG00000280780,lncRNA,JAKMIP2-AS1-201,antisense_RNA,False,0,Q96AA8
ENST00000492040,16,30572255,30583860,+,ENSG00000239791,lncRNA,,antisense_RNA,False,0,A8K8V0
ENST00000508313,4,169917761,169975910,-,ENSG00000248319,lncRNA,LINC02275-201,lincRNA,False,0,Q8WTZ3
ENST00000567574,17,27929548,27974223,-,ENSG00000260019,lncRNA,LINC01992-201,lincRNA,False,0,Q29HZ1
ENST00000440698,2,51032601,52407917,+,ENSG00000231918,lncRNA,,lincRNA,True,1,Q6UX73
ENST00000604411,X,73792205,73829231,+,ENSG00000270641,lncRNA,TSIX-201,lincRNA,False,0,Q1W209
ENST00000598970,11,77473371,77477030,+,ENSG00000268635,lncRNA,,antisense_RNA,False,0,Q8N7I0
ENST00000520515,5,134205614,134371043,-,ENSG00000273345,retained_intron,,retained_intron,True,30,Q4R8T9
ENST00000522615,5,168706567,168720884,+,ENSG00000254042,lncRNA,SLIT3-AS2-202,antisense_RNA,True,3,O75094
ENST00000499988,15,40693741,40695107,-,ENSG00000245849,retained_intron,RAD51-AS1-201,retained_intron,False,0,Q6UX73
ENST00000556462,14,97933062,97978056,-,ENSG00000246223,lncRNA,LINC01550-206,lincRNA,False,0,Q8N7I0
ENST00000358748,9,130140610,130144219,-,ENSG00000196979,lncRNA,GPRACR-201,lincRNA,False,0,Q96CB5
ENST00000572856,18,3603738,3608336,+,ENSG00000262001,lncRNA,DLGAP1-AS2-201,antisense_RNA,False,0,Q86U02
ENST00000585065,17,57989044,57994850,-,ENSG00000264112,lncRNA,,lincRNA,False,0,Q6UX73
ENST00000563592,15,72782835,72798199,+,ENSG00000260898,lncRNA,ADPGK-AS1-201,antisense_RNA,False,0,Q9BRR6
ENST00000623664,21,8197620,8227646,+,ENSG00000278996,lncRNA,,lincRNA,False,0,Q8N976
ENST00000590750,19,36773153,36777078,+,ENSG00000267260,lncRNA,,lincRNA,False,0,E7EU14
ENST00000425094,13,111113812,111115678,-,ENSG00000235875,lncRNA,ARHGEF7-AS2-201,antisense_RNA,True,2,Q14155
ENST00000332012,17,81303771,81309252,-,ENSG00000185168,lncRNA,LINC00482-201,lincRNA,False,0,Q8N8I6
ENST00000627564,2,178539805,178576557,+,ENSG00000237298,lncRNA,TTN-AS1-264,antisense_RNA,True,4716,Q8WZ42
ENST00000427965,16,29075019,29116198,+,ENSG00000103472,lncRNA,RRN3P2-201,processed_transcript,False,0,Q9NYV6
ENST00000585627,18,42186668,42518953,+,ENSG00000267586,lncRNA,LINC00907-201,lincRNA,False,0,Q86U02
ENST00000639086,7,66409143,66487990,-,ENSG00000179406,lncRNA,LINC00174-211,processed_transcript,False,0,Q9ESZ8
ENST00000452578,10,44292084,44293709,-,ENSG00000229116,lncRNA,,lincRNA,False,0,B7Z368
ENST00000506431,5,170191579,170199141,-,ENSG00000249601,lncRNA,LINC01187-201,lincRNA,False,0,Q7M6Z5
ENST00000595954,19,56671982,56799632,+,ENSG00000286125,lncRNA,,antisense_RNA,False,0,P11369
ENST00000471357,3,157081667,157123004,-,ENSG00000243629,lncRNA,LINC00880-201,lincRNA,False,0,A0A096LPI5
ENST00000608477,7,128524016,128531069,-,ENSG00000273270,lncRNA,,lincRNA,False,0,Q6UX73
ENST00000634701,1,60667107,60867976,-,ENSG00000231252,lncRNA,,lincRNA,False,0,P11369
ENST00000560740,15,29728186,29729531,-,ENSG00000259644,lncRNA,,sense_intronic,False,0,Q86U02
ENST00000624527,6,2621913,2634619,-,ENSG00000164385,lncRNA,LINC01600-201,lincRNA,False,0,Q96MT4
ENST00000598170,19,46210242,46214837,+,ENSG00000268460,lncRNA,,lincRNA,False,0,P22079
ENST00000460833,3,64684909,64802725,+,ENSG00000241684,lncRNA,ADAMTS9-AS2-201,antisense_RNA,True,10,Q8N2A0
ENST00000636929,7,17405479,17524175,-,ENSG00000236039,lncRNA,LINC02889-204,lincRNA,False,0,Q8N769
ENST00000507035,5,135038831,135040047,-,ENSG00000249082,lncRNA,EPIST-201,lincRNA,False,0,Q1MX22
ENST00000429289,7,143407813,143523449,+,ENSG00000229153,lncRNA,EPHA1-AS1-202,antisense_RNA,True,2,Q8WTZ3
ENST00000623705,5,112419583,112420978,+,ENSG00000278921,lncRNA,EPB41L4A-DT-201,lincRNA,False,0,O32727
ENST00000562575,10,58325614,58327030,-,ENSG00000261076,lncRNA,,lincRNA,False,0,Q99933
ENST00000565181,15,72472844,72475168,-,ENSG00000261423,lncRNA,TMEM202-AS1-202,lincRNA,True,24,Q9Z1K5
ENST00000453229,1,62688482,62710694,+,ENSG00000235545,lncRNA,DOCK7-DT-201,antisense_RNA,True,1,Q9P1C3
ENST00000616994,6,26603464,26606661,+,ENSG00000275846,lncRNA,,lincRNA,False,0,Q9BUA6
ENST00000558617,15,69396904,69415029,-,ENSG00000259426,lncRNA,KIF23-AS1-202,antisense_RNA,True,2,Q9NXK6
ENST00000401018,1,112820174,112850643,-,ENSG00000215866,lncRNA,LINC01356-201,lincRNA,False,0,Q8N9X3
ENST00000588717,19,36773712,36775908,-,ENSG00000267353,lncRNA,,lincRNA,False,0,Q6UX73
ENST00000612689,19,10333436,10336248,+,ENSG00000274425,lncRNA,,antisense_RNA,True,1,P32942
ENST00000500276,12,25944857,25958578,-,ENSG00000246695,lncRNA,RASSF8-AS1-202,antisense_RNA,False,0,Q8N7I0
ENST00000505153,11,120867933,120894797,-,ENSG00000250493,lncRNA,,antisense_RNA,True,5,Q96MD7
ENST00000560962,15,63587132,63600809,-,ENSG00000259248,lncRNA,USP3-AS1-208,antisense_RNA,True,2,A6QR55
ENST00000567801,18,61748082,61756646,+,ENSG00000260440,lncRNA,LINC01544-201,lincRNA,False,0,Q8N2A0
ENST00000454115,21,45288035,45290652,+,ENSG00000223768,lncRNA,LINC00205-203,antisense_RNA,False,0,Q9ERU9
ENST00000637926,5,37839884,37953827,+,ENSG00000248587,lncRNA,GDNF-AS1-205,antisense_RNA,False,0,Q8WTZ3
ENST00000415405,Y,9706824,9715262,-,ENSG00000147761,lncRNA,TTTY7B-202,lincRNA,False,0,Q9BZ97
ENST00000448359,2,110375156,110383233,-,ENSG00000175772,lncRNA,LINC01106-202,lincRNA,False,0,Q96K62
ENST00000524003,8,91067911,91070189,-,ENSG00000253738,lncRNA,OTUD6B-AS1-202,antisense_RNA,False,0,P11260
ENST00000421051,21,33111504,33123725,-,ENSG00000226527,lncRNA,,lincRNA,False,0,B9KFL4
ENST00000607434,6,111309203,111313517,+,ENSG00000272356,lncRNA,,antisense_RNA,True,5,O60673
ENST00000413862,21,36131778,36156360,-,ENSG00000236830,lncRNA,CBR3-AS1-201,antisense_RNA,True,1,Q29197
ENST00000422917,22,16746869,16748645,-,ENSG00000235343,lncRNA,LINC01665-201,lincRNA,False,0,A2CI35
ENST00000484222,3,67296300,67306359,+,ENSG00000241884,lncRNA,,lincRNA,False,0,Q8N2A0
ENST00000567327,2,181887851,181891663,-,ENSG00000260742,lncRNA,ITPRID2-DT-201,antisense_RNA,False,0,Q6UX73
ENST00000636983,18,39841809,39889993,+,ENSG00000283503,lncRNA,LINC01902-202,lincRNA,False,0,Q8N7I0
ENST00000613170,15,57306300,57307769,+,ENSG00000247982,lncRNA,LINC00926-203,lincRNA,False,0,Q75AC3
ENST00000595059,19,58440448,58445849,+,ENSG00000269473,lncRNA,ZNF132-DT-201,lincRNA,False,0,Q8N7I0
ENST00000512001,5,77087014,77148534,+,ENSG00000250802,lncRNA,ZBED3-AS1-208,antisense_RNA,False,0,O00370
ENST00000422304,7,43966340,44019175,-,ENSG00000214783,lncRNA,POLR2J4-201,processed_transcript,False,0,E5RIL1
ENST00000574306,17,1711504,1716251,-,ENSG00000186594,lncRNA,MIR22HG-208,lincRNA,False,0,Q0VDD5
ENST00000427421,2,58520753,59061653,+,ENSG00000233723,lncRNA,LINC01122-203,lincRNA,False,0,Q86U02
ENST00000605886,1,156641666,156644887,-,ENSG00000272405,lncRNA,,antisense_RNA,False,0,A1Z746
ENST00000457100,Y,6449468,6457906,+,ENSG00000147753,lncRNA,TTTY7-203,lincRNA,False,0,Q9BZ97
ENST00000592016,17,28232590,28235281,-,ENSG00000267259,lncRNA,ERVE-1-201,lincRNA,False,0,A1Z651
ENST00000436123,3,24096269,24103223,-,ENSG00000224074,lncRNA,LINC00691-202,lincRNA,False,0,O42584
ENST00000515194,4,2934910,2951683,+,ENSG00000249673,lncRNA,NOP14-AS1-207,antisense_RNA,True,1,P78316
ENST00000460754,3,65872815,65954558,-,ENSG00000272610,lncRNA,MAGI1-IT1-201,sense_intronic,False,0,Q8N2A0
ENST00000602393,22,30972263,30976063,+,ENSG00000253352,processed_transcript,TUG1-208,antisense_RNA,False,0,P10272
ENST00000604514,7,130790208,130791724,+,ENSG00000271522,lncRNA,,lincRNA,False,0,E7EU14
ENST00000418574,12,16693800,16695977,+,ENSG00000255871,lncRNA,,lincRNA,False,0,P11369
ENST00000425669,10,18513115,18545651,-,ENSG00000240291,lncRNA,,antisense_RNA,True,333,Q5H9K5
ENST00000608661,4,139411927,139453955,-,ENSG00000273247,lncRNA,RAB33B-AS1-202,antisense_RNA,True,5,Q5JPI9
ENST00000608615,22,23580880,23583859,-,ENSG00000272733,lncRNA,,lincRNA,False,0,O16207
ENST00000568856,13,25300124,25301438,-,ENSG00000260509,lncRNA,,lincRNA,False,0,Q47I87
ENST00000526704,11,127204,138998,-,ENSG00000230724,lncRNA,LINC01001-201,lincRNA,False,0,Q75L30
ENST00000432473,22,42364400,42369284,-,ENSG00000229891,lncRNA,LINC01315-203,lincRNA,False,0,A4YD82
ENST00000250776,Y,6390431,6411564,+,ENSG00000129816,lncRNA,TTTY1B-201,lincRNA,False,0,P49691
ENST00000459662,14,95651178,95673452,+,ENSG00000187621,lncRNA,TCL6-203,lincRNA,False,0,E7EU14
ENST00000507424,4,6202328,6206649,+,ENSG00000251408,lncRNA,,lincRNA,False,0,Q8N2A0
ENST00000635103,18,51560821,51643939,+,ENSG00000227115,lncRNA,LINC01630-206,lincRNA,False,0,Q96T75
ENST00000601841,X,147909431,147911817,-,ENSG00000268066,retained_intron,FMR1-AS1-204,retained_intron,False,0,C0HJM4
ENST00000544461,12,8295986,8396803,-,ENSG00000226091,lncRNA,LINC00937-207,lincRNA,False,0,Q8N2A0
ENST00000382488,4,8506828,8512610,+,ENSG00000205959,lncRNA,,lincRNA,False,0,Q86U02
ENST00000623122,12,94460003,94462484,+,ENSG00000278916,lncRNA,CEP83-DT-201,lincRNA,False,0,Q96CB5
ENST00000617568,13,37934491,38048169,+,ENSG00000274317,lncRNA,LINC02334-201,lincRNA,False,0,Q9UN81
ENST00000437181,9,81689713,81776900,+,ENSG00000233926,lncRNA,TLE1-DT-202,lincRNA,False,0,Q8N2A0
ENST00000501916,4,14976900,14994505,-,ENSG00000247624,lncRNA,CPEB2-DT-202,lincRNA,False,0,P11369
ENST00000587320,18,55776727,55781721,-,ENSG00000267325,lncRNA,LINC01415-201,lincRNA,False,0,B4SAI2
ENST00000563449,16,2554060,2556060,-,ENSG00000261613,lncRNA,,antisense_RNA,False,0,Q8N2A0
ENST00000455228,2,238919302,238926269,-,ENSG00000227744,lncRNA,LINC01940-201,lincRNA,False,0,E7EU14
ENST00000584805,17,58076891,58083204,-,ENSG00000266290,lncRNA,DYNLL2-DT-201,lincRNA,False,0,Q8WTZ3
ENST00000397841,21,44932814,44939913,-,ENSG00000183250,lncRNA,LINC01547-202,lincRNA,False,0,P58512
ENST00000592201,18,57630350,57669296,+,ENSG00000267040,lncRNA,,antisense_RNA,True,205,Q8N2A0
ENST00000440955,X,43176994,43226598,+,ENSG00000224294,lncRNA,PINCR-201,lincRNA,False,0,Q2T9K0
ENST00000625157,22,35992321,36000469,+,ENSG00000279652,lncRNA,,lincRNA,False,0,Q8N2A0
ENST00000595302,19,58351970,58355183,+,ENSG00000268895,lncRNA,A1BG-AS1-204,antisense_RNA,False,0,P04217
ENST00000590611,19,31588203,31593785,+,ENSG00000267465,lncRNA,THEG5-201,lincRNA,False,0,Q6ZMV9
ENST00000596112,X,147909431,147911817,-,ENSG00000268066,lncRNA,FMR1-AS1-202,antisense_RNA,False,0,Q4FTX3
ENST00000521404,14,100826126,100860989,+,ENSG00000214548,lncRNA,MEG3-217,lincRNA,False,0,Q54HB2
ENST00000605741,6,164827750,164831630,+,ENSG00000227455,lncRNA,,lincRNA,False,0,E7EU14
ENST00000583427,8,144713899,144714845,+,ENSG00000263612,lncRNA,,lincRNA,False,0,O00370
ENST00000627862,2,6615389,6650222,-,ENSG00000236172,lncRNA,MIR7515HG-260,lincRNA,False,0,Q6ZRI6
ENST00000607727,6,27404010,27406964,-,ENSG00000271755,lncRNA,,lincRNA,False,0,Q8N2A0
ENST00000503611,4,158170752,158202877,+,ENSG00000248429,lncRNA,GASK1B-AS1-201,antisense_RNA,False,0,Q6UWH4
ENST00000501176,11,27506852,27677805,+,ENSG00000245573,lncRNA,BDNF-AS-204,antisense_RNA,True,23,Q4L0Y3
ENST00000452639,3,42506650,42533231,-,ENSG00000232354,lncRNA,VIPR1-AS1-201,antisense_RNA,True,9,Q8WTZ3
ENST00000442673,1,3900403,3917225,+,ENSG00000236423,lncRNA,LINC01134-203,lincRNA,False,0,Q96MD7
ENST00000503929,4,171040608,171059163,+,ENSG00000248872,lncRNA,LINC02431-201,lincRNA,False,0,B6SEH9
ENST00000603175,2,74502595,74504677,+,ENSG00000257702,lncRNA,LBX2-AS1-202,antisense_RNA,False,0,O75691
ENST00000421077,10,2166332,2169460,+,ENSG00000227912,lncRNA,,lincRNA,False,0,Q09FC8
ENST00000614517,5,149407245,149412768,+,ENSG00000249669,lncRNA,CARMN-211,lincRNA,False,0,P51957
ENST00000613452,1,148432959,148459757,-,ENSG00000274020,lncRNA,LINC01138-204,lincRNA,False,0,Q8N3A8
ENST00000525867,8,11345748,11347502,-,ENSG00000255020,lncRNA,TDH-AS1-201,antisense_RNA,False,0,O35728
ENST00000492337,3,181610465,181741290,+,ENSG00000242808,lncRNA,SOX2-OT-213,sense_overlapping,True,111,Q1KKS8
ENST00000562262,19,22520995,22527949,-,ENSG00000260599,lncRNA,,sense_intronic,False,0,Q9TTC2
ENST00000411526,7,154928498,154947557,+,ENSG00000214106,lncRNA,PAXIP1-AS2-202,antisense_RNA,False,0,Q6ZW49
ENST00000640550,6,125370046,125445131,-,ENSG00000226409,lncRNA,,lincRNA,False,0,A0A096LPI5
ENST00000628587,2,230121370,230173988,+,ENSG00000225963,lncRNA,,antisense_RNA,True,85,Q6ZN92
ENST00000541558,12,8180269,8199881,+,ENSG00000226711,lncRNA,FAM66C-208,antisense_RNA,False,0,O00370
ENST00000607957,7,123749068,123751166,+,ENSG00000272686,lncRNA,WASL-DT-201,antisense_RNA,False,0,P13485
ENST00000551077,15,25065026,25070483,+,ENSG00000224078,lncRNA,SNHG14-211,antisense_RNA,False,0,O29806
ENST00000425493,9,42579414,42586534,-,ENSG00000229311,lncRNA,,lincRNA,False,0,O00370
ENST00000573802,16,2737103,2752600,-,ENSG00000205913,lncRNA,SRRM2-AS1-204,antisense_RNA,False,0,Q7Z1K9
ENST00000342892,2,158658337,158735002,-,ENSG00000204380,lncRNA,PKP4-AS1-201,antisense_RNA,True,17,Q68FH0
ENST00000634980,1,30824655,30834102,+,ENSG00000223382,lncRNA,LINC01778-205,lincRNA,False,0,Q6NY19
ENST00000467438,1,87131975,87134595,+,ENSG00000267272,lncRNA,LINC01140-202,lincRNA,False,0,P51609
ENST00000591702,1,785800,787672,+,ENSG00000237491,lncRNA,LINC01409-217,lincRNA,False,0,O00370
ENST00000557440,14,38749100,38838458,-,ENSG00000259070,lncRNA,LINC00639-205,lincRNA,False,0,Q8N8Y5
ENST00000512517,4,38420662,38523180,-,ENSG00000249534,lncRNA,LINC01258-201,lincRNA,False,0,O60281
ENST00000563759,2,174025280,174027163,+,ENSG00000260868,lncRNA,LINC01960-201,lincRNA,False,0,Q9UUA2
ENST00000557373,14,34874343,34876459,+,ENSG00000258738,lncRNA,BAZ1A-AS1-201,antisense_RNA,False,0,Q9NRL2
ENST00000483329,7,100336123,100352211,+,ENSG00000272752,lncRNA,STAG3L5P-PVRIG2P-PILRB-205,processed_transcript,False,0,A4D2B8
ENST00000412906,21,42009194,42024866,+,ENSG00000237232,lncRNA,ZNF295-AS1-201,lincRNA,False,0,Q8N0V1
ENST00000637438,13,40203617,40350313,-,ENSG00000215483,lncRNA,LINC00598-213,lincRNA,False,0,Q9D8B4
ENST00000434401,20,44963794,44966402,-,ENSG00000227477,lncRNA,STK4-DT-201,lincRNA,False,0,Q9P1C3
ENST00000490577,13,50082171,50528534,+,ENSG00000176124,lncRNA,DLEU1-230,lincRNA,False,0,O43261
ENST00000452622,7,520391,525232,+,ENSG00000223855,lncRNA,PDGFA-DT-201,lincRNA,False,0,Q8WTZ3
ENST00000632503,1,9197143,9198906,-,ENSG00000228526,lncRNA,MIR34AHG-202,lincRNA,False,0,Q8JXK7
ENST00000558831,15,63587710,63600760,-,ENSG00000259248,lncRNA,USP3-AS1-201,antisense_RNA,True,2,Q9Y6I4
ENST00000563063,17,30564057,30565576,-,ENSG00000259928,lncRNA,,lincRNA,False,0,P61583
ENST00000623888,22,25009685,25015072,-,ENSG00000279085,lncRNA,,antisense_RNA,False,0,Q8N2A0
ENST00000457898,1,16460948,16468481,+,ENSG00000226029,lncRNA,LINC01772-201,lincRNA,False,0,Q8N2A0
